id	label	rarity	tier	category	depth	definition
3559	attestation	73	obscure	noun.communication	5	the evidence by which something is attested
3560	clue	62	ordinary	noun.communication	5	evidence that helps to solve a problem
3561	footprint evidence	76	obscure	noun.communication	5	evidence in the form of footprints
3562	smoking gun	76	obscure	noun.communication	5	indisputable evidence (especially of a crime)
3563	testimony	66	ordinary	noun.communication	5	something that serves as evidence
3564	beau geste	76	obscure	noun.act	5	a gracious (but usually meaningless) gesture
3565	cringe	73	obscure	noun.act	5	A posture or gesture of shrinking or recoiling.
3566	fingerprint	66	ordinary	noun.communication	5	a print made by an impression of the ridges in the skin of a finger; often used for biometric identification in criminal investigations
3567	footprint	60	common	noun.communication	5	a mark of a foot or shoe on a surface
3568	hoofprint	66	ordinary	noun.communication	5	a visible impression on a surface made by the hoof of an animal
3569	mintmark	73	obscure	noun.communication	5	a mark on a coin that identifies the mint where it was produced
3570	stroke	70	technical	noun.communication	5	a mark made on a surface by a pen, pencil, or paintbrush
3571	Antido	73	obscure	noun.communication	5	an artificial language related to Ido
3572	Arulo	73	obscure	noun.communication	5	an artificial language intended for international use as an auxiliary language
3573	Basic English	76	obscure	noun.communication	5	a simplified form of English proposed for use as an auxiliary language for international communication; devised by C. K. Ogden and I. A. Richards
3574	Blaia Zimondal	76	obscure	noun.communication	5	an artificial language proposed by Cesare Meriggi in 1884
3575	Esperantido	73	obscure	noun.communication	5	an artificial language based on Esperanto and Ido
3576	Esperanto	73	obscure	noun.communication	5	an artificial language based as far as possible on words common to all the European languages
3577	Europan	73	obscure	noun.communication	5	an artificial language proposed as an auxiliary European language
3578	Idiom Neutral	76	obscure	noun.communication	5	an artificial language proposed for use as an auxiliary international language; based on Volapuk but with a vocabulary selected on the basis of the maximum internationality of the roots
3579	Ido	73	obscure	noun.communication	5	an artificial language that is a revision and simplification of Esperanto
3580	Interlingua	73	obscure	noun.communication	5	an artificial language proposed for use as an auxiliary international language; based on words common to English and the Romance languages
3581	Latinesce	73	obscure	noun.communication	5	an artificial language derived from Esperanto and, indirectly, Latin
3582	Lingualumina	73	obscure	noun.communication	5	an artificial language, also known as the language of light
3583	Lingvo Kosmopolita	76	obscure	noun.communication	5	an artificial language created by René de Saussure
3584	Monario	73	obscure	noun.communication	5	an artificial language created by Aldo Lavagnini
3585	Nov-Esperanto	76	obscure	noun.communication	5	an artificial language based on Esperanto
3586	Nov-Latin	76	obscure	noun.communication	5	an artificial language based on Latin, proposed by Daniele Rosa in 1890
3587	Novial	73	obscure	noun.communication	5	a constructed international auxiliary language (IAL) for universal communication between speakers of different native languages, its vocabulary is based largely on that of the Germanic and Romance languages, and its grammar on that of English
3588	Occidental	73	obscure	noun.communication	5	a planned international auxiliary language created by Edgar de Wahl, and published in 1922
3589	Optez	73	obscure	noun.communication	5	an artificial language created for a specific purpose
3590	Pasigraphy	73	obscure	noun.communication	5	an artificial international language using characters (as mathematical symbols) instead of words to express ideas
3591	Ro	73	obscure	noun.communication	5	an artificial language for international use that rejects all existing words and is based instead on an abstract analysis of ideas
3592	Romanal	73	obscure	noun.communication	5	an international auxiliary language created by Dr. Alfred Michaux of Boulogne-sur-Mer in 1909
3593	Solresol	73	obscure	noun.communication	5	an artificial language in which the phonemes can be represented as the seven colours of the rainbow, as the seven notes of the musical scale, as spoken syllables (based on solfege), as hand gestures, etc
3594	Volapuk	73	obscure	noun.communication	5	one of the first artificial language constructed for use as an auxiliary international language; based largely on English but with some German and French and Latin roots
3595	artlang	68	specific	noun.communication	5	a constructed language designed for aesthetic pleasure.
3596	pidgin	71	technical	noun.communication	5	an artificial language used for trade between speakers of different languages
3597	programming language	61	ordinary	noun.communication	5	(computer science) a language designed for programming computers
3598	syntax language	76	obscure	noun.communication	5	a language used to describe the syntax of another language
3599	Afroasiatic	46	common	noun.communication	5	a large family of related languages spoken both in Asia and Africa
3600	Amerind	42	common	noun.communication	5	any of the languages spoken by Amerindians
3601	Australian	59	common	noun.communication	5	the languages spoken by Australian aborigines
3602	Austro-Asiatic	63	ordinary	noun.communication	5	a family of languages spoken in southern and southeastern Asia
3603	Austronesian	59	common	noun.communication	5	the family of languages spoken in Australia and Formosa and Malaysia and Polynesia
3604	Basque	69	specific	noun.communication	5	the language of the Basque people; of no known relation to any other language
3605	Caucasian	63	ordinary	noun.communication	5	a number of languages spoken in the Caucasus that are unrelated to languages spoken elsewhere
3606	Chukchi	69	specific	noun.communication	5	an indigenous and isolated language of unknown origin spoken by the Chukchi that is pronounced differently by men and women
3607	Dravidian	55	common	noun.communication	5	a large family of languages spoken in south and central India and Sri Lanka, as well as overseas in Malaysia and Singapore
3608	Elamitic	59	common	noun.communication	5	an extinct ancient language of unknown affinities; spoken by the Elamites
3609	Eskimo-Aleut	69	specific	noun.communication	5	the family of languages that includes Eskimo and Aleut
3610	Hmong	62	ordinary	noun.communication	5	a language of uncertain affiliation spoken by the Hmong
3611	Indo-European	51	common	noun.communication	5	the family of languages that by 1000 BC were spoken throughout Europe and in parts of southwestern and southern Asia
3612	Kassite	62	ordinary	noun.communication	5	an ancient language spoken by the Kassites
3613	Khoisan	67	specific	noun.communication	5	a family of languages spoken in southern Africa
3614	Niger-Kordofanian	59	common	noun.communication	5	the family of languages that includes most of the languages spoken in Africa south of the Sahara; the majority of them are tonal languages but there are important exceptions (e.g., Swahili or Fula)
3615	Nilo-Saharan	65	ordinary	noun.communication	5	a family of East African languages spoken by Nilotic peoples from the Sahara south to Kenya and Tanzania
3616	Papuan	69	specific	noun.communication	5	any of the indigenous languages spoken in Papua New Guinea or New Britain or the Solomon Islands that are not Malayo-Polynesian languages
3617	Sino-Tibetan	59	common	noun.communication	5	the family of tonal languages spoken in eastern Asia
3618	Ural-Altaic	63	ordinary	noun.communication	5	a (postulated) group of languages including many of the indigenous languages of Russia (but not Russian)
3619	creole	71	technical	noun.communication	5	a mother tongue that originates from contact between two languages
3620	mother tongue	69	specific	noun.communication	5	one's native language; the language learned by children and passed from one generation to the next
3621	standard language	76	obscure	noun.communication	5	A particular variety of a language that is regarded as the most correct way of writing or speaking the language.
3622	tone language	68	specific	noun.communication	5	a language in which different tones distinguish different meanings
3623	ASL	69	specific	noun.communication	5	the sign language used in the United States
3624	finger spelling	72	technical	noun.communication	5	an alphabet of manual signs
3625	application-oriented language	71	technical	noun.communication	5	a language whose statements resemble terminology of the user
3626	command language	69	specific	noun.communication	5	a source language consisting of procedural operators that invoke functions to be executed
3627	sentence	59	common	noun.communication	5	a string of words satisfying the grammatical rules of a language
